dataset_group,file_name,structure_name,metal_guess,redox_state_guess,monomer_guess,ts_label_guess,atom_index,element,atom_role,notes
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,29,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,30,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,31,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,32,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,33,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,34,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,35,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,36,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,37,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,38,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,39,N,donor_N,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,40,N,donor_N,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,41,C,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,42,C,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,43,C,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,44,Al,metal_center,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,45,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,46,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,47,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,48,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,49,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,50,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,51,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,52,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,53,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,54,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,55,C,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,56,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,57,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,58,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,59,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,60,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,61,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,62,H,,
catalysts,Al-salfan-H2-star-ox.out,Al-salfan-H2-star-ox,Al,ox,,,63,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,1,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,2,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,3,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,4,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,5,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,6,Fe,ferrocene_Fe,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,7,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,8,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,9,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,10,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,11,C,ferrocene_C,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,12,O,alkoxide_O,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,13,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,14,O,phenoxy_O,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,15,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,16,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,17,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,18,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,19,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,20,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,21,O,phenoxy_O,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,22,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,23,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,24,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,25,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,26,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,27,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,28,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,29,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,30,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,31,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,32,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,33,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,34,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,35,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,36,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,37,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,38,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,39,N,donor_N,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,40,N,donor_N,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,41,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,42,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,43,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,44,Al,metal_center,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,45,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,46,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,47,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,48,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,49,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,50,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,51,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,52,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,53,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,54,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,55,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,56,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,57,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,58,C,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,59,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,60,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,61,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,62,H,,
catalysts,Al-salfan-H2-star-red.out,Al-salfan-H2-star-red,Al,red,,,63,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,1,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,2,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,3,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,4,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,5,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,6,Fe,ferrocene_Fe,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,7,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,8,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,9,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,10,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,11,C,ferrocene_C,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,12,O,alkoxide_O,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,13,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,14,O,phenoxy_O,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,15,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,16,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,17,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,18,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,19,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,20,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,21,O,phenoxy_O,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,22,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,23,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,24,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,25,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,26,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,27,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,28,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,29,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,30,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,31,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,32,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,33,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,34,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,35,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,36,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,37,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,38,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,39,N,donor_N,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,40,N,donor_N,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,41,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,42,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,43,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,44,Al,metal_center,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,45,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,46,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,47,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,48,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,49,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,50,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,51,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,52,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,53,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,54,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,55,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,56,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,57,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,58,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,59,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,60,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,61,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,62,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,63,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,64,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,65,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,66,C,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,67,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,68,H,,
catalysts,Al-salfan-star-red.out,Al-salfan-star-red,Al,red,,,69,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,1,Fe,ferrocene_Fe,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,2,O,phenoxy_O,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,3,N,donor_N,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,4,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,5,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,6,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,7,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,8,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,9,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,10,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,11,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,12,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,13,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,14,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,15,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,16,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,17,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,18,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,19,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,20,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,21,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,22,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,23,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,24,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,25,O,alkoxide_O,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,26,O,phenoxy_O,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,27,N,donor_N,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,28,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,29,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,30,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,31,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,32,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,33,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,34,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,35,C,ferrocene_C,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,36,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,37,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,38,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,39,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,40,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,41,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,42,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,43,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,44,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,45,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,46,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,47,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,48,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,49,C,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,50,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,51,Al,metal_center,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,52,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,53,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,54,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,55,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,56,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,57,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,58,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,59,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,60,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,61,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,62,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,63,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,64,H,,
catalysts,Al-salfen-ox.out,Al-salfen-ox,Al,ox,,,65,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,1,Fe,ferrocene_Fe,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,2,O,phenoxy_O,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,3,N,donor_N,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,4,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,5,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,6,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,7,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,8,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,9,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,10,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,11,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,12,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,13,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,14,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,15,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,16,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,17,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,18,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,19,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,20,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,21,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,22,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,23,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,24,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,25,O,alkoxide_O,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,26,O,phenoxy_O,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,27,N,donor_N,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,28,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,29,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,30,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,31,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,32,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,33,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,34,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,35,C,ferrocene_C,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,36,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,37,C,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,38,H,,
catalysts,Al-salfen-red.out,Al-salfen-red,Al,red,,,39,C,,
