dataset_group,file_name,structure_name,metal_guess,redox_state_guess,monomer_guess,ts_label_guess,atom_index,element,atom_role,notes,x,y,z
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,41,C,ferrocene_C,,2.477456,-1.36603,-2.247602
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,1,Fe,ferrocene_Fe,,2.891849,-2.160913,-0.445907
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,65,Al,metal_center,,-0.080588,0.311228,-0.138683
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,66,C,monomer_C,,3.582449,3.417257,0.231685
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,67,C,monomer_C,,2.298913,2.872817,0.886626
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,68,C,monomer_C,,3.478828,4.901528,-0.142121
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,69,C,monomer_C,,2.37602,5.235182,-1.153685
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,70,C,monomer_C,,0.977271,4.778886,-0.752739
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,81,C,monomer_C,,1.271074,2.43341,-0.138558
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,82,O,monomer_O,,0.776962,3.359158,-0.997205
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,83,O,monomer_O,,1.435345,1.254243,-0.71252
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,2,O,phenoxy_O,,-1.627533,-0.400732,0.679627
transition_states,Al-salfen-ox-CL-TS1.out,Al-salfen-ox-CL-TS1,Al,ox,CL,TS1,32,O,phenoxy_O,,-1.344989,1.052221,-1.37103
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,25,O,alkoxide_O,,0.666985,0.394176,1.761402
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,3,N,donor_N,,-1.785265,0.195673,0.338197
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,27,N,donor_N,,0.810286,1.227077,-1.077428
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,4,C,ferrocene_C,,-2.215209,1.459233,0.760828
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,5,C,ferrocene_C,,-3.383589,2.145118,0.259903
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,7,C,ferrocene_C,,-3.310947,3.507491,0.681958
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,9,C,ferrocene_C,,-2.111649,3.674889,1.442107
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,11,C,ferrocene_C,,-1.424316,2.421348,1.487956
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,28,C,ferrocene_C,,-0.048384,2.278789,-1.471324
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,29,C,ferrocene_C,,0.138447,3.680488,-1.199279
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,31,C,ferrocene_C,,-0.938622,4.397059,-1.800774
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,33,C,ferrocene_C,,-1.795731,3.45379,-2.446989
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,35,C,ferrocene_C,,-1.264404,2.139344,-2.235904
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,1,Fe,ferrocene_Fe,,-1.653375,2.980543,-0.446604
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,51,Al,metal_center,,0.223943,-0.39472,0.094614
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,66,C,monomer_C,,0.119991,-1.14128,5.302887
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,67,C,monomer_C,,1.39765,-1.358012,4.516111
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,68,C,monomer_C,,-0.794514,-0.262477,4.47218
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,76,C,monomer_C,,0.035376,-1.346673,2.496578
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,75,O,monomer_O,,-1.030285,-0.887855,3.185345
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,77,O,monomer_O,,-0.196969,-1.834872,1.356109
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,78,O,monomer_O,,1.124097,-1.790638,3.149011
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,2,O,phenoxy_O,,-0.363153,-1.37866,-1.377609
transition_states,Al-salfen-ox-TMC-TS1.out,Al-salfen-ox-TMC-TS1,Al,ox,TMC,TS1,26,O,phenoxy_O,,1.947489,-1.137564,-0.111157
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,31,O,alkoxide_O,,-0.094652,2.08953,0.491125
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,3,N,donor_N,,1.052032,-0.332576,1.401984
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,33,N,donor_N,,0.043892,-1.53964,-1.154061
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,4,C,ferrocene_C,,2.350823,-0.881678,1.294772
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,5,C,ferrocene_C,,3.44729,-0.412655,0.483848
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,7,C,ferrocene_C,,4.532655,-1.333893,0.646088
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,9,C,ferrocene_C,,4.116608,-2.376993,1.537632
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,11,C,ferrocene_C,,2.775121,-2.097132,1.94815
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,34,C,ferrocene_C,,1.219828,-2.326657,-1.238992
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,35,C,ferrocene_C,,1.460998,-3.611022,-0.635239
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,37,C,ferrocene_C,,2.766302,-4.045457,-1.040884
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,39,C,ferrocene_C,,3.326109,-3.037165,-1.895042
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,41,C,ferrocene_C,,2.376806,-1.970356,-2.015037
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,1,Fe,ferrocene_Fe,,2.86416,-2.251915,-0.07557
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,65,Al,metal_center,,-0.123691,0.262693,-0.229152
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,66,C,monomer_C,,3.55673,3.399345,-0.52364
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,67,C,monomer_C,,2.290154,2.954339,0.230341
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,68,C,monomer_C,,3.438389,4.814831,-1.1037
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,69,C,monomer_C,,2.313679,4.997306,-2.130268
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,70,C,monomer_C,,0.926521,4.581556,-1.64481
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,81,C,monomer_C,,1.24557,2.357425,-0.698013
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,82,O,monomer_O,,0.743634,3.148125,-1.691075
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,83,O,monomer_O,,1.373895,1.110874,-1.060691
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,2,O,phenoxy_O,,-1.601197,-0.263101,0.801167
transition_states,Al-salfen-red-CL-TS1.out,Al-salfen-red-CL-TS1,Al,red,CL,TS1,32,O,phenoxy_O,,-1.375203,0.750813,-1.565337
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,25,O,alkoxide_O,,-0.662736,-0.326523,1.799767
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,3,N,donor_N,,1.738098,-0.260649,0.312549
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,27,N,donor_N,,-0.865634,-1.150279,-1.086269
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,4,C,ferrocene_C,,2.092335,-1.573198,0.681421
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,5,C,ferrocene_C,,3.252018,-2.286076,0.189437
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,7,C,ferrocene_C,,3.122105,-3.65875,0.569464
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,9,C,ferrocene_C,,1.900577,-3.803447,1.302593
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,11,C,ferrocene_C,,1.26241,-2.524671,1.378281
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,28,C,ferrocene_C,,-0.025453,-2.204164,-1.537174
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,29,C,ferrocene_C,,-0.256081,-3.616649,-1.348935
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,31,C,ferrocene_C,,0.813683,-4.325473,-1.981598
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,33,C,ferrocene_C,,1.699585,-3.361687,-2.565842
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,35,C,ferrocene_C,,1.186481,-2.050869,-2.294548
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,1,Fe,ferrocene_Fe,,1.523359,-3.025554,-0.558538
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,51,Al,metal_center,,-0.20583,0.462715,0.043461
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,66,C,monomer_C,,-0.455568,0.229291,5.100528
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,67,C,monomer_C,,0.799582,-0.159412,4.301189
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,68,C,monomer_C,,-0.875149,1.628888,4.676726
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,76,C,monomer_C,,-0.038564,1.185397,2.485768
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,75,O,monomer_O,,-1.073558,1.68713,3.247305
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,77,O,monomer_O,,0.227994,1.794367,1.39963
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,78,O,monomer_O,,1.051265,0.755671,3.210458
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,2,O,phenoxy_O,,0.433688,1.427727,-1.396778
transition_states,Al-salfen-red-TMC-TS1.out,Al-salfen-red-TMC-TS1,Al,red,TMC,TS1,26,O,phenoxy_O,,-1.910482,1.226871,-0.088568
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,26,O,alkoxide_O,,2.322189,0.091447,-1.075371
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,39,S,donor_S,,-1.731274,-1.856449,-1.253416
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,40,S,donor_S,,-0.872781,0.89602,0.465353
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,1,C,ferrocene_C,,-4.217331,-0.778339,-0.232967
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,2,C,ferrocene_C,,-3.34347,-1.180074,-1.308043
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,3,C,ferrocene_C,,-3.928272,-0.728227,-2.545025
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,4,C,ferrocene_C,,-5.181895,-0.112956,-2.236857
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,5,C,ferrocene_C,,-5.362383,-0.150537,-0.818636
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,7,C,ferrocene_C,,-3.280072,2.358037,0.059404
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,8,C,ferrocene_C,,-2.059172,1.797096,-0.461199
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,9,C,ferrocene_C,,-2.066029,1.974914,-1.894056
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,10,C,ferrocene_C,,-3.274013,2.658445,-2.23894
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,11,C,ferrocene_C,,-4.015626,2.895133,-1.039535
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,6,Fe,ferrocene_Fe,,-3.65105,0.863428,-1.286375
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,56,Al,metal_center,,1.868742,-0.723009,0.497241
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,57,C,monomer_C,,6.349297,0.02076,-0.734545
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,58,C,monomer_C,,4.873249,0.451872,-0.857857
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,59,C,monomer_C,,6.955531,-0.437969,-2.066164
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,60,C,monomer_C,,6.274532,-1.656376,-2.700473
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,61,C,monomer_C,,4.780125,-1.498646,-2.94523
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,72,C,monomer_C,,3.937435,-0.732763,-0.792733
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,73,O,monomer_O,,4.005246,-1.69759,-1.719607
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,74,O,monomer_O,,3.611506,-1.190231,0.404185
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,12,O,phenoxy_O,,1.501456,0.334003,1.851244
transition_states,Al-thiolfan-star-ox-CL-TS1.out,Al-thiolfan-star-ox-CL-TS1,Al,ox,CL,TS1,19,O,phenoxy_O,,0.697409,-1.99591,0.255152
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,26,O,alkoxide_O,,-1.940143,-0.650583,0.291108
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,39,S,donor_S,,0.977656,-2.421054,0.089144
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,40,S,donor_S,,1.732358,1.23152,-0.854358
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,1,C,ferrocene_C,,3.44587,-2.277605,1.654308
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,2,C,ferrocene_C,,2.035689,-2.108034,1.442162
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,3,C,ferrocene_C,,1.468452,-1.592573,2.666557
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,4,C,ferrocene_C,,2.518148,-1.482146,3.627307
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,5,C,ferrocene_C,,3.735563,-1.895965,3.001644
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,7,C,ferrocene_C,,4.015427,0.892006,0.736439
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,8,C,ferrocene_C,,2.635267,1.286947,0.63485
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,9,C,ferrocene_C,,2.168662,1.600302,1.960885
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,10,C,ferrocene_C,,3.284658,1.502626,2.850743
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,11,C,ferrocene_C,,4.421239,1.064574,2.098225
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,6,Fe,ferrocene_Fe,,2.920687,-0.308501,1.991659
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,44,Al,metal_center,,-1.476783,-0.524293,-1.462713
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,63,C,monomer_C,,-3.682493,-1.001762,-0.465275
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,65,C,monomer_C,,-3.948,-2.326921,0.216313
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,66,C,monomer_C,,-5.102117,0.077102,1.169676
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,68,C,monomer_C,,-4.71912,-1.045628,2.131009
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,72,C,monomer_C,,-6.607182,0.160057,0.95266
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,76,C,monomer_C,,-5.125983,-3.052961,-0.428167
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,62,O,monomer_O,,-3.228209,-1.019606,-1.681515
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,64,O,monomer_O,,-4.428158,0.045816,-0.14123
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,67,O,monomer_O,,-4.136852,-2.169038,1.644536
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,71,O,monomer_O,,-4.92806,-0.924207,3.314448
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,12,O,phenoxy_O,,-0.967708,1.0809,-1.906457
transition_states,Al-thiolfan-star-ox-LA-TS1.out,Al-thiolfan-star-ox-LA-TS1,Al,ox,LA,TS1,19,O,phenoxy_O,,-0.443897,-1.706653,-2.22895
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,26,O,alkoxide_O,,2.435525,-0.282699,-1.276659
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,39,S,donor_S,,-1.98444,-1.350898,-1.537264
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,40,S,donor_S,,-0.518659,0.751098,0.643643
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,1,C,ferrocene_C,,-4.133476,-0.099843,-0.057836
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,2,C,ferrocene_C,,-3.434776,-0.405422,-1.282299
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,3,C,ferrocene_C,,-4.007598,0.399731,-2.330807
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,4,C,ferrocene_C,,-5.089898,1.145705,-1.766987
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,5,C,ferrocene_C,,-5.171575,0.832969,-0.373954
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,7,C,ferrocene_C,,-2.594207,2.697503,0.74335
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,8,C,ferrocene_C,,-1.543725,2.029682,0.016918
transition_states,Al-thiolfan-star-ox-VL-TS1.out,Al-thiolfan-star-ox-VL-TS1,Al,ox,VL,TS1,9,C,ferrocene_C,,-1.587658,2.494059,-1.349845
